InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
I03557,S012,Product 22,14,2023-07-17,11.933486518324917,C0422,France
I03891,S033,Product 8,18,2023-03-21,29.42084090282523,C0135,Germany
I08839,S071,Product 63,-10,2023-05-17,4.607482514026676,C0315,UK
I05394,S017,Product 96,11,2023-08-01,35.30420708136474,C0069,France
I08793,S061,Product 97,1,2023-11-23,11.768524744362603,C0198,Germany
I08434,S010,Product 13,-4,2023-04-17,21.857027484747906,C0305,USA
I07514,S031,Product 27,-7,2023-07-26,31.016145542690577,C0206,France
I02613,S060,Product 18,10,2023-06-01,24.899105895712335,C0011,USA
I07042,S070,Product 18,9,2023-05-13,31.422844807523475,C0357,Australia
I09556,S017,Product 77,-7,2023-06-15,12.742752710925691,C0130,Australia
I06236,S050,Product 86,15,2023-06-29,47.98974555957501,C0223,France
I05487,S037,Product 62,4,2023-05-01,20.24443468849139,C0110,USA
I07100,S082,Product 14,-10,2023-06-23,12.706348538911152,C0027,UK
I09671,S062,Product 11,-5,2023-11-27,11.301667868068336,C0400,Germany
I00776,S090,Product 86,3,2023-03-09,-2.6517766688843487,C0320,Australia
I08227,S080,Product 100,15,2023-07-06,32.66432279623282,C0194,Australia
I03153,S072,Product 17,3,2023-05-18,9.438340242918377,C0433,Australia
I01586,S088,Product 51,-1,2023-12-20,47.74116134774172,C0346,Australia
I03944,S077,Product 96,-4,2023-11-04,6.574460995723543,C0016,France
I07556,S029,Product 14,12,2023-11-26,24.12201565269539,C0073,France
I03074,S032,Product 57,13,2023-08-26,35.450888490893334,C0436,USA
I01022,S088,Product 93,12,2023-01-18,42.8563412151554,C0116,UK
I03844,S080,Product 6,11,2023-03-17,3.605349105222453,C0201,USA
I07990,S011,Product 57,1,2023-05-31,49.19708472733683,C0133,UK
I09693,S096,Product 4,13,2023-04-18,44.8711941924725,C0164,France
I06874,S006,Product 11,8,2023-06-02,47.95673714251428,C0007,Australia
I05676,S035,Product 74,-2,2023-11-12,41.89689177479018,C0061,USA
I00162,S033,Product 92,-8,2023-02-06,43.27180754184605,C0352,UK
I04298,S018,Product 11,-7,2023-11-29,27.935590375223967,C0413,Germany
I00996,S037,Product 99,2,2023-05-26,41.492053471456025,C0485,UK
I07630,S013,Product 79,-1,2023-05-06,24.370734682481338,C0120,USA
I09468,S074,Product 8,3,2023-10-12,24.601944383724067,C0451,France
I01017,S090,Product 84,-5,2023-04-18,25.941905054554592,C0414,Australia
I07870,S081,Product 59,17,2023-10-13,49.797485869667945,C0424,Germany
I06440,S064,Product 21,19,2023-08-28,0.7417162075692596,C0031,USA
I07893,S001,Product 65,17,2023-04-12,39.30854881727009,C0048,France
I06864,S063,Product 93,-3,2023-08-08,10.032188771719216,C0091,UK
I07917,S089,Product 24,8,2023-01-07,14.867489542875825,C0006,France
I08530,S034,Product 30,18,2023-08-04,-0.5706708481684597,C0446,France
I00879,S010,Product 99,-1,2023-06-18,14.336557976123828,C0285,Australia
I09269,S084,Product 97,11,2023-03-15,49.49194834251895,C0393,USA
I04888,S007,Product 84,-6,2023-10-20,16.83880940054195,C0438,France
I04860,S056,Product 57,-6,2023-01-27,31.832835598473565,C0084,UK
I06332,S080,Product 80,-6,2023-10-04,1.6392253488845827,C0370,UK
I08572,S037,Product 73,-2,2023-02-12,45.73734653617724,C0139,Australia
I08685,S029,Product 95,18,2023-11-03,40.52599589707393,C0275,France
I07209,S012,Product 17,12,2023-04-03,16.24618673083206,C0487,UK
I05277,S017,Product 59,17,2023-03-12,14.165483297002105,C0330,UK
I02063,S048,Product 31,-2,2023-09-26,18.774685193243123,C0133,Australia
I00065,S084,Product 64,4,2023-04-19,17.069200056997428,C0103,France
I08007,S026,Product 48,-2,2023-06-30,9.192794261134022,C0471,Australia
I02569,S083,Product 23,18,2023-08-03,49.496545079130705,C0326,France
I05464,S012,Product 70,3,2023-04-24,39.58005506376064,C0095,UK
I02028,S021,Product 30,-5,2023-07-04,9.735779272915257,C0018,USA
I02696,S042,Product 55,19,2023-05-05,48.994864056481084,C0021,UK
I09688,S061,Product 7,11,2023-04-15,-4.145842407421638,C0399,USA
I05259,S058,Product 75,9,2023-08-25,19.08437002011795,C0443,France
I05619,S054,Product 98,-3,2023-05-21,26.32168583836696,C0479,France
I06737,S034,Product 12,19,2023-10-20,-2.932735783859544,C0458,Germany
I00392,S007,Product 60,-9,2023-06-07,3.857045488709077,C0006,France
I05893,S035,Product 52,-6,2023-10-01,9.197209520191329,C0024,France
I03562,S015,Product 27,6,2023-12-07,34.61248817384612,C0225,Germany
I06185,S065,Product 12,-1,2023-04-27,46.68589408759014,C0060,USA
I03100,S090,Product 13,3,2023-03-03,29.349429777736237,C0284,France
I06279,S099,Product 72,7,2023-01-24,25.94638750556606,C0220,Australia
I08393,S025,Product 80,-10,2023-03-01,24.52175159866884,C0330,France
I03105,S059,Product 62,11,2023-12-28,14.28870073960509,C0279,France
I07216,S079,Product 29,-9,2023-11-12,40.52428903754585,C0335,UK
I02455,S086,Product 35,17,2023-09-22,24.742209102994256,C0046,France
I08997,S006,Product 60,-7,2023-06-29,7.655674862804749,C0368,France
I02732,S052,Product 29,2,2023-08-20,2.525716449024297,C0293,Australia
I08155,S079,Product 31,5,2023-05-23,49.2031883174028,C0142,Germany
I09763,S088,Product 77,-6,2023-11-29,-4.038973173789899,C0304,Germany
I05057,S021,Product 76,12,2023-09-02,46.33920164943927,C0078,Germany
I08111,S071,Product 61,-1,2023-03-22,7.006681564917102,C0199,UK
I03841,S093,Product 2,6,2023-05-06,31.165224297490617,C0115,France
I01029,S096,Product 33,17,2023-05-17,11.58428890789722,C0036,USA
I07386,S032,Product 72,0,2023-02-25,42.28957265338986,C0466,USA
I00503,S053,Product 62,-6,2023-08-01,24.889492719988464,C0060,Australia
I06911,S059,Product 59,4,2023-04-04,2.7581765789951,C0438,UK
I09063,S069,Product 40,-7,2023-10-19,9.840925024700526,C0245,UK
I06939,S062,Product 49,-4,2023-05-08,12.61752154633677,C0079,France
I04489,S004,Product 32,19,2023-08-05,43.725730041455364,C0369,USA
I00207,S086,Product 38,-1,2023-07-18,37.170613028831056,C0191,UK
I05135,S018,Product 92,12,2023-01-20,40.62730219359769,C0097,Australia
I05978,S099,Product 79,13,2023-02-24,-2.126129668720114,C0367,USA
I07722,S081,Product 87,-7,2023-09-03,26.8330213010295,C0304,UK
I07036,S056,Product 88,9,2023-09-08,49.95473117830556,C0376,France
I01485,S024,Product 13,15,2023-03-01,38.185980147932284,C0150,France
I07859,S066,Product 85,-6,2023-06-12,1.6389224764452974,C0043,France
I00864,S013,Product 54,-6,2023-07-21,32.33499920740418,C0297,France
I02791,S062,Product 76,0,2023-08-15,35.992810149235076,C0401,USA
I07409,S054,Product 13,8,2023-05-09,23.283659575677472,C0319,USA
I08756,S015,Product 39,-6,2023-02-14,-0.66857687246069,C0218,UK
I05117,S069,Product 23,10,2023-07-16,-3.092257063650368,C0207,Australia
I06020,S003,Product 92,-3,2023-06-15,46.57953334816427,C0488,Germany
I01758,S037,Product 14,-4,2023-09-04,9.163268101324023,C0146,Germany
I07575,S037,Product 17,-3,2023-08-14,15.843246986014753,C0328,France
I06375,S003,Product 24,2,2023-10-07,38.74026475420277,C0259,UK
I06893,S063,Product 58,-6,2023-09-17,32.90934106945937,C0054,Germany
I01679,S035,Product 63,17,2023-12-13,48.27111350188843,C0119,Germany
I03243,S052,Product 34,16,2023-07-16,0.10615601161421462,C0243,Germany
I04637,S087,Product 51,7,2023-04-17,33.8805765743575,C0142,Germany
I01060,S028,Product 86,13,2023-09-26,-0.47741309722817427,C0290,Germany
I06669,S094,Product 10,-2,2023-08-20,-4.990897692437047,C0127,UK
I09915,S018,Product 72,-9,2023-04-11,1.6126624403261052,C0225,Germany
I03158,S036,Product 21,5,2023-06-09,28.91992165535805,C0382,Germany
I05916,S033,Product 37,3,2023-04-05,32.19060122675928,C0229,UK
I09790,S064,Product 7,6,2023-07-26,19.108692982527128,C0241,USA
I02694,S026,Product 90,17,2023-11-09,-2.466110964441668,C0257,USA
I03628,S048,Product 13,-5,2023-08-23,29.873266507996988,C0245,USA
I09556,S040,Product 80,-8,2023-11-23,-0.280038732743047,C0176,Germany
I05451,S017,Product 30,6,2023-06-03,2.794948247151874,C0355,UK
I01664,S040,Product 31,2,2023-04-10,23.19166266239548,C0010,USA
I09722,S007,Product 5,-5,2023-08-26,13.720529931116626,C0083,France
I05593,S057,Product 32,17,2023-04-17,20.56146600019873,C0139,France
I07393,S008,Product 16,-3,2023-12-12,29.929229699495586,C0119,UK
I01307,S056,Product 73,14,2023-12-30,3.8003869888768227,C0127,Germany
I06777,S031,Product 22,18,2023-05-10,44.11977068300543,C0099,USA
I05865,S059,Product 64,-5,2023-10-26,25.771403555543205,C0066,Germany
I09475,S058,Product 44,17,2023-02-12,-3.7848698457792924,C0259,USA
I07527,S012,Product 40,5,2023-03-04,29.564906295362352,C0143,Australia
I08902,S048,Product 37,-5,2023-03-14,20.474841247572822,C0059,Australia
I05576,S031,Product 78,6,2023-07-05,33.59015113117209,C0244,Germany
I05531,S083,Product 16,10,2023-04-27,38.12184926156496,C0361,France
I04414,S063,Product 43,-8,2023-10-31,46.636466936446105,C0192,Germany
I03749,S074,Product 84,12,2023-01-05,49.90901868512498,C0431,USA
I00664,S039,Product 63,1,2023-03-17,25.22893464092848,C0348,Germany
I01999,S076,Product 15,14,2023-10-18,25.882959422063355,C0130,Germany
I07995,S020,Product 44,18,2023-12-15,-3.765511196341657,C0158,USA
I01496,S048,Product 90,16,2023-03-24,42.58437604174818,C0166,France
I03305,S071,Product 9,-5,2023-03-01,-3.4205103551613436,C0261,Australia
I03764,S054,Product 65,10,2023-04-17,29.79656438505731,C0390,USA
I05233,S078,Product 99,-4,2023-04-27,0.4217338309326496,C0133,Germany
I01854,S075,Product 44,0,2023-11-03,10.721123225855106,C0012,UK
I06586,S071,Product 20,-2,2023-12-13,2.7181254210899013,C0132,Germany
I01292,S029,Product 70,5,2023-03-23,2.5566858461897586,C0408,Germany
I03582,S074,Product 74,-6,2023-11-11,-0.8969459725688245,C0153,UK
I07555,S093,Product 33,4,2023-11-16,12.483509009202695,C0282,Germany
I07281,S073,Product 80,10,2023-12-27,18.300823944903655,C0055,UK
I01637,S100,Product 100,15,2023-05-21,20.546025605768722,C0256,Germany
I03697,S048,Product 6,-7,2023-08-10,19.183942170690905,C0126,France
I00699,S074,Product 83,-6,2023-03-11,23.803061886240265,C0046,Australia
I04738,S083,Product 31,-4,2023-01-12,42.28828110528175,C0174,France
I00855,S056,Product 66,-8,2023-10-24,29.74881386383963,C0299,USA
I08165,S095,Product 18,-7,2023-04-15,-4.049288096660295,C0444,USA
I05856,S017,Product 28,14,2023-07-26,4.512375303217527,C0417,Germany
I07393,S009,Product 68,4,2023-03-06,14.192240218184708,C0021,USA
I06529,S097,Product 65,17,2023-03-04,47.19740398756822,C0471,USA
I05250,S034,Product 80,-9,2023-06-27,-0.705633140254126,C0255,Germany
I05173,S045,Product 45,13,2023-01-08,34.05655943224649,C0485,Germany
I01708,S088,Product 58,14,2023-06-08,-3.179877754031982,C0165,Australia
I05792,S009,Product 47,-6,2023-01-11,14.939544295108117,C0268,UK
I09926,S007,Product 66,-4,2023-09-30,37.35818200425588,C0101,Germany
I05536,S016,Product 52,11,2023-04-05,13.91611350410939,C0149,Australia
I04932,S019,Product 36,6,2023-06-04,18.665513299255615,C0141,France
I03511,S006,Product 1,-3,2023-07-25,44.7917490547086,C0491,USA
I00203,S011,Product 39,-2,2023-04-25,-1.3606999774386075,C0373,UK
I04219,S076,Product 87,-1,2023-03-28,24.021427886555568,C0033,France
I08959,S061,Product 90,0,2023-11-08,15.143065722514809,C0236,Germany
I04390,S042,Product 75,-10,2023-07-16,48.009641933436704,C0198,France
I02328,S013,Product 1,4,2023-12-16,38.65294061800419,C0235,Australia
I08005,S012,Product 75,-3,2023-04-08,1.7142227551596323,C0332,Germany
I02932,S085,Product 88,8,2023-01-19,46.007536619741465,C0445,Germany
I07778,S074,Product 74,1,2023-11-09,6.616731359957279,C0486,UK
I00198,S020,Product 14,-5,2023-01-16,-0.3350296055848928,C0120,Australia
I07126,S050,Product 78,-1,2023-02-14,24.787630388697078,C0158,USA
I01931,S036,Product 71,13,2023-06-04,35.51473634869536,C0037,France
I06288,S092,Product 23,-6,2023-08-19,34.382798922291656,C0338,UK
I08801,S088,Product 43,13,2023-06-06,24.373083788256796,C0144,UK
I09340,S069,Product 22,-4,2023-04-23,22.100561093083645,C0045,Germany
I04283,S037,Product 60,-4,2023-12-25,48.324914351673385,C0199,France
I02512,S012,Product 100,12,2023-02-13,40.13073629732238,C0238,UK
I09987,S099,Product 27,14,2023-12-31,33.42520209786717,C0129,Germany
I00660,S040,Product 56,11,2023-12-31,5.736630495780306,C0181,Germany
I02812,S054,Product 2,11,2023-04-20,40.087388006465815,C0028,Australia
I07099,S002,Product 39,16,2023-04-21,36.237940893381584,C0437,Germany
I06547,S050,Product 51,-2,2023-08-11,49.56146298777167,C0300,USA
I09562,S041,Product 19,4,2023-09-22,2.3147309363768964,C0067,Australia
I01987,S045,Product 62,-5,2023-09-28,34.34124677714209,C0242,Australia
I08339,S009,Product 71,5,2023-07-31,48.84957561684391,C0363,USA
I02912,S062,Product 76,-4,2023-11-10,20.442616498445847,C0244,USA
I01735,S086,Product 67,4,2023-09-15,35.33757438843069,C0167,UK
I01844,S047,Product 63,12,2023-09-04,48.645385779998655,C0266,UK
I08681,S005,Product 5,-9,2023-02-24,25.111669164829795,C0051,USA
I02977,S076,Product 72,18,2023-11-05,33.44728770867058,C0109,UK
I01960,S001,Product 78,17,2023-12-16,-3.895335449334723,C0398,USA
I05760,S044,Product 61,-3,2023-03-13,23.58158080945443,C0335,USA
I06695,S022,Product 100,1,2023-10-23,9.06902233230682,C0134,Germany
I02386,S038,Product 71,0,2023-08-01,2.2184553292798164,C0167,UK
I04737,S019,Product 7,-5,2023-10-22,33.972894657473034,C0493,Australia
I01803,S080,Product 50,9,2023-06-20,-2.8500781100411983,C0080,Australia
I08156,S031,Product 46,16,2023-09-03,44.76758333673818,C0495,UK
I08121,S067,Product 96,2,2023-05-21,23.47755129289633,C0338,UK
I06617,S087,Product 72,12,2023-04-14,30.652656335415834,C0099,UK
I05535,S042,Product 76,5,2023-04-15,8.938913951944654,C0432,UK
I04062,S082,Product 74,-3,2023-08-28,5.020616027911075,C0153,Germany
I00263,S026,Product 14,6,2023-11-07,8.406449161160767,C0481,USA
I06288,S013,Product 73,15,2023-11-17,7.7761145052361345,C0376,UK
I08816,S058,Product 94,18,2023-10-07,42.54758955613985,C0289,UK
I09209,S018,Product 69,2,2023-01-22,38.30366708043467,C0083,USA
I02050,S067,Product 65,-7,2023-03-19,41.90050937682176,C0102,USA
I05424,S087,Product 65,9,2023-10-28,35.417962401211895,C0331,USA
I04549,S003,Product 57,-1,2023-07-14,30.395269880543175,C0376,France
I03109,S055,Product 62,14,2023-11-16,24.033107935186756,C0231,Australia
I07159,S089,Product 20,18,2023-12-19,9.601500450894985,C0451,UK
I07401,S091,Product 75,11,2023-01-21,33.79496267499137,C0252,Germany
I03171,S058,Product 26,9,2023-06-09,2.5121422870189662,C0358,Germany
I09875,S063,Product 44,5,2023-08-20,23.10838489619164,C0321,USA
I02256,S091,Product 67,18,2023-12-27,5.740112267808879,C0424,Germany
I01155,S052,Product 70,6,2023-10-28,22.761761768370224,C0025,Australia
I04500,S089,Product 62,-3,2023-02-13,11.164907708089522,C0057,UK
I06296,S024,Product 45,0,2023-10-24,-2.058618175493253,C0416,Germany
I06198,S072,Product 11,14,2023-12-18,22.703995707518885,C0302,Australia
I09889,S009,Product 72,-6,2023-06-29,5.00066147849738,C0100,Australia
I01649,S037,Product 93,10,2023-04-11,3.86352679130342,C0388,France
I05540,S094,Product 74,15,2023-04-25,16.140124372273434,C0119,France
I09638,S083,Product 34,5,2023-08-01,14.898293681934984,C0151,Germany
I04200,S053,Product 88,13,2023-01-18,42.68268260867475,C0080,Australia
I08446,S080,Product 46,-3,2023-01-27,26.055036259153983,C0331,USA
I02558,S024,Product 81,10,2023-12-24,42.001208547411245,C0150,France
I05593,S021,Product 32,5,2023-10-12,3.075960977814174,C0359,Australia
I00099,S100,Product 75,-7,2023-05-29,14.652064853060425,C0126,France
I02201,S040,Product 98,-5,2023-10-12,25.543128968195234,C0289,UK
I02962,S062,Product 88,15,2023-05-17,3.422043817547112,C0041,Australia
I04974,S070,Product 5,10,2023-07-08,2.0431386478643034,C0190,Australia
I04434,S069,Product 63,-3,2023-07-09,31.377087901658726,C0422,UK
I02870,S014,Product 29,-2,2023-07-18,30.960868394176096,C0440,France
I00957,S042,Product 48,2,2023-04-12,7.878726524726632,C0063,UK
I08353,S050,Product 98,6,2023-04-01,7.491795549139912,C0205,Germany
I05700,S061,Product 16,-2,2023-08-12,35.99951786315461,C0341,USA
I06945,S004,Product 25,2,2023-01-05,1.4343311680227389,C0204,France
I04494,S072,Product 72,-2,2023-12-19,45.77949231721611,C0439,Australia
I09493,S088,Product 29,-5,2023-01-15,46.905618657228075,C0179,Germany
I04912,S075,Product 52,16,2023-01-05,42.90457777430855,C0346,France
I03988,S017,Product 46,-1,2023-08-18,6.587251446460755,C0497,USA
I09720,S085,Product 25,-6,2023-12-23,-4.075903762437544,C0321,Australia
I06016,S057,Product 23,-4,2023-12-03,46.517996300387644,C0105,UK
I01219,S090,Product 34,0,2023-04-24,13.91845050444312,C0313,USA
I04497,S048,Product 67,13,2023-01-04,12.072564574359037,C0086,France
I04736,S044,Product 94,-2,2023-07-03,9.392266908643215,C0411,Australia
I04556,S045,Product 34,14,2023-08-01,8.449489517688942,C0441,France
I09147,S091,Product 32,-1,2023-09-04,35.40043097429111,C0439,USA
I08051,S080,Product 29,0,2023-02-03,44.934149566808436,C0480,Australia
I03447,S090,Product 9,-8,2023-10-23,38.23310012643734,C0328,USA
I01046,S033,Product 66,18,2023-07-15,32.07593812770873,C0251,France
I06894,S031,Product 57,-3,2023-05-07,10.826665954628659,C0482,Australia
I01694,S047,Product 39,6,2023-05-22,25.082991141194043,C0338,Australia
I03437,S006,Product 7,-4,2023-05-16,8.033194494371525,C0004,Australia
I08755,S072,Product 69,1,2023-05-08,1.1328907313826642,C0321,France
I05896,S071,Product 8,5,2023-11-19,1.6161129320290217,C0184,Germany
I03355,S034,Product 96,4,2023-06-23,28.207300788099133,C0181,France
I00226,S053,Product 18,10,2023-08-06,-2.8836187672755824,C0300,UK
I04894,S014,Product 82,18,2023-04-24,48.52899726919897,C0016,Germany
I07023,S016,Product 49,2,2023-12-16,49.75065549230886,C0094,France
I09152,S043,Product 16,7,2023-01-12,3.218358018718688,C0279,UK
I05601,S073,Product 21,7,2023-09-01,18.50163253339389,C0415,USA
I07997,S074,Product 10,13,2023-02-21,37.244181020551494,C0156,UK
I09008,S081,Product 4,-6,2023-07-05,47.52867548238927,C0434,Australia
I07684,S012,Product 44,3,2023-08-21,44.02266459434108,C0357,Germany
I04643,S070,Product 8,17,2023-01-02,9.01153511409654,C0016,France
I07680,S019,Product 55,0,2023-01-01,-0.314168640471168,C0041,France
I08209,S041,Product 19,-8,2023-08-27,10.88011484138162,C0137,Australia
I07340,S053,Product 64,6,2023-02-24,19.048059370482196,C0258,Germany
I09436,S029,Product 40,16,2023-08-08,14.796607446699849,C0366,Germany
I02206,S070,Product 51,12,2023-04-14,37.56280175948231,C0043,Australia
I01070,S059,Product 9,16,2023-12-21,9.178333834407818,C0066,Germany
I03445,S089,Product 30,1,2023-11-20,42.22504136552906,C0352,Australia
I01061,S064,Product 56,-8,2023-12-04,7.409893518373125,C0208,UK
I02328,S024,Product 81,12,2023-11-02,14.874362471555425,C0245,Australia
I03421,S089,Product 44,17,2023-10-04,19.62949872470806,C0243,France
I00302,S016,Product 59,-9,2023-01-10,11.016997840312582,C0077,USA
I00607,S052,Product 15,-7,2023-12-07,37.15047303572783,C0433,UK
I03171,S080,Product 68,7,2023-04-14,17.525096627931617,C0219,France
I00700,S006,Product 70,9,2023-12-11,43.78641753842197,C0381,UK
I05089,S037,Product 61,10,2023-07-17,47.997376219448675,C0223,France
I09332,S085,Product 80,3,2023-01-14,42.28939338997607,C0353,Germany
I00191,S004,Product 90,-3,2023-06-17,23.744384475207035,C0021,Australia
I00981,S098,Product 23,-9,2023-12-26,23.039462143760318,C0147,France
I02976,S092,Product 77,15,2023-12-04,6.872995600433835,C0368,France
I06103,S038,Product 47,8,2023-01-30,27.575271436039305,C0313,Germany
I01185,S041,Product 17,-1,2023-01-14,47.39991489920559,C0077,USA
I03328,S092,Product 57,17,2023-08-26,-0.5666409794108573,C0316,USA
I03395,S081,Product 54,18,2023-03-03,36.38515778897934,C0403,Australia
I08320,S014,Product 91,-6,2023-04-20,42.82467548781186,C0355,Germany
I01817,S071,Product 52,0,2023-11-05,49.2686916472606,C0448,UK
I05855,S086,Product 22,17,2023-06-09,13.41167436718117,C0035,France
I06710,S051,Product 83,17,2023-11-28,14.556578042924526,C0126,Australia
I00570,S065,Product 39,-2,2023-02-24,7.637638291143202,C0417,USA
I05443,S093,Product 99,5,2023-09-06,38.39849942896854,C0323,UK
I01896,S052,Product 13,15,2023-09-13,2.7021780246407214,C0496,Germany
I02734,S095,Product 78,16,2023-01-22,9.727182871403265,C0469,France
I03864,S030,Product 95,-6,2023-04-13,11.239429677376073,C0232,France
I07456,S057,Product 66,4,2023-10-28,15.621184029797273,C0087,USA
I04015,S079,Product 52,3,2023-09-21,18.19156969865614,C0304,USA
I01687,S082,Product 14,-2,2023-08-24,25.74637306289151,C0188,Australia
I03010,S099,Product 73,9,2023-11-17,47.16053268237958,C0493,France
I07807,S030,Product 74,15,2023-08-21,8.600386118593992,C0045,France
I00155,S098,Product 63,-6,2023-06-17,37.85713239091106,C0331,France
I01410,S042,Product 71,4,2023-08-21,32.2014658877615,C0324,France
I00785,S011,Product 28,-2,2023-01-05,1.3827626361170864,C0452,UK
I08097,S027,Product 89,-7,2023-02-14,39.57072132482491,C0399,Germany
I07561,S024,Product 46,10,2023-02-15,-0.016352120357431277,C0348,UK
I07344,S099,Product 28,10,2023-06-13,35.64094263049805,C0484,Germany
I07207,S039,Product 2,-7,2023-06-18,34.368270988076475,C0072,UK
I05597,S072,Product 17,9,2023-12-01,32.91710239003873,C0216,Australia
I05802,S018,Product 59,16,2023-06-13,10.218078891925266,C0098,Germany
I02807,S077,Product 52,10,2023-09-13,26.535184421957002,C0271,France
I00538,S045,Product 4,17,2023-03-07,36.88677849400277,C0407,Germany
I05987,S088,Product 77,11,2023-09-17,30.067556971068424,C0444,France
I01842,S087,Product 82,-4,2023-03-29,39.23681462995852,C0091,Australia
I08717,S012,Product 3,4,2023-08-28,32.83353007092669,C0142,Germany
I06972,S049,Product 37,11,2023-11-07,10.094743845072731,C0117,USA
I05626,S094,Product 97,6,2023-02-28,3.418109965272591,C0002,France
I02951,S031,Product 24,7,2023-06-19,29.758844249148023,C0381,Germany
I07993,S092,Product 72,-4,2023-09-15,36.78671094788968,C0483,UK
I04781,S022,Product 35,19,2023-02-15,2.8277623801098315,C0043,Germany
I02369,S044,Product 2,8,2023-01-02,4.615125182433189,C0071,France
I06656,S092,Product 33,17,2023-05-09,-4.336185900787656,C0144,USA
I08174,S064,Product 76,-1,2023-09-26,24.246204956971575,C0342,USA
I04496,S077,Product 86,16,2023-11-22,24.826007626095038,C0246,UK
I09164,S025,Product 77,2,2023-10-05,22.504168548926728,C0284,Australia
I06003,S051,Product 10,-9,2023-01-17,12.380551034644348,C0416,USA
I06615,S007,Product 81,11,2023-07-06,18.529617897066533,C0327,Australia
I09359,S006,Product 62,16,2023-12-08,37.143022373959965,C0214,France
I05920,S024,Product 43,9,2023-11-22,4.998828469415612,C0107,Germany
I00854,S019,Product 69,17,2023-04-26,6.085133766021947,C0386,Australia
I04147,S083,Product 59,0,2023-09-16,31.683804562712453,C0456,France
I03770,S100,Product 9,-6,2023-09-06,42.6795480472285,C0263,France
I00575,S009,Product 77,-5,2023-07-17,13.721640752996665,C0294,France
I01149,S036,Product 60,-8,2023-12-03,46.30093788306345,C0176,UK
I06294,S040,Product 63,-10,2023-08-15,-1.8278159510291137,C0469,UK
I06458,S093,Product 52,-8,2023-06-26,1.5185626176795342,C0107,Australia
I07510,S024,Product 23,-8,2023-08-31,20.297779072123017,C0086,France
I09908,S048,Product 30,11,2023-12-23,34.79168751956967,C0227,Australia
I04778,S063,Product 43,-7,2023-02-04,15.396033060458509,C0082,USA
I03855,S069,Product 68,-4,2023-05-15,25.511100959218084,C0329,Australia
I02492,S053,Product 21,18,2023-11-02,-3.428612289656932,C0241,Germany
I03125,S054,Product 43,4,2023-01-10,20.400887141915806,C0002,France
I05692,S042,Product 73,0,2023-07-02,8.341654396132787,C0251,Australia
I03052,S045,Product 7,7,2023-07-21,23.400286229472016,C0042,UK
